PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20,PCA21,PCA22,PCA23,PCA24,PCA25,PCA26,PCA27,PCA28,PCA29,SalePrice
-10.168114380001063,-2.7699111695038874,0.4174652262535504,-0.17638999007365339,-1.6419825889764614,-1.3768759919138107,0.6111092830221488,1.7200193207020318,-0.5449692543556556,-1.0161523554366196,-1.1117937443308212,0.6766293271598367,-0.08010739684924482,-0.9256593577312475,0.08421053451090668,-0.9143819563770125,-0.18946274298634255,-0.7747288671705094,-0.5174635192296474,0.40285690829721454,0.6684949574595828,0.336112445677636,0.3467284453872673,0.04875643662864004,0.48165614252598105,0.9568386815381243,-0.4217509550794528,0.5050841459479263,-0.03431755240700133,0.059732640051680545,208500.0
-8.700645146630098,-0.184987548484389,0.862958716282089,-0.9219405862489917,1.4844586539053903,0.31368016323875864,-0.6291512563694288,1.394573183109176,0.728010660642613,0.07050145171144813,0.5963905629159426,-0.13760909308902478,0.23979332322862287,-0.4148283748576298,0.6336182775827386,1.9966825722991293,-0.4101273763017788,2.191508790066412,-1.3796647979563346,-0.8771799613316839,-0.12761228728883747,1.0209972696624914,-0.3909803803016995,-0.2011128720917352,2.2610419053402975,0.2428470105843998,-0.06745929268444495,0.3875499726269014,-1.7721102108016804,-0.2515056530850341,181500.0
-10.195258190740224,-2.9192637000685746,-0.14015484088152547,-0.28618493065564277,-1.0884715922516965,-0.8708347704177632,0.7692718109620668,0.9548101667421293,0.0719042193246091,-0.5936139147457556,-0.7075583919155,-0.9529405039422509,0.6302864080417491,-0.6695789459597985,-0.8165516770586292,-0.12691229862162032,0.12828612832006522,-0.04853932413321338,-0.22051304695559903,0.21233558460408777,-0.532970678215061,-0.7694594029130807,0.8183504293796008,-0.1175017645412984,-0.3103766868388339,0.5653799360725273,-0.15569307194794568,-0.5126632321246711,-0.5146381660947642,0.49950657414590677,223500.0
-7.353663702027111,1.1731315879429207,0.4215170577724169,1.174366809831968,-0.18699295482823547,-0.19016691002588815,-0.7403659608383678,1.071304369818718,0.6861661581637332,-0.4200916910833669,-1.0088846411129122,-0.45651810061533693,-0.13856369450915712,0.9106609995864957,-0.8223766615422377,-2.242204510499476,2.4771560315645442,1.222409194002989,1.4586217318713806,-1.2357928863372314,2.147948495376095,-1.4373975812582025,-1.6269685087812567,-0.04310008870732067,0.32621106875085576,1.3385372501867072,-0.6282048070635671,0.1041161458093554,-0.3807764969166836,-0.5468434189348026,140000.0
-7.5256223953576225,-4.306194016212077,-2.4923142997896806,1.0941241153650343,-0.5228893616482222,-0.11794162437387085,1.1952642247188878,0.8263351926635589,1.0538187996390151,-1.2294015068775672,-1.1346987138921163,-0.8827746271967405,1.2177201521112557,-1.148992166392644,-0.37297475444855765,0.5107434140405828,0.2782917379565134,-0.2960938036334559,-0.1565283210342098,-0.07122194546229957,-0.606550019465593,-0.43815719655123686,0.4404254091394106,0.5367185887311551,-1.277670160883075,-0.1653322818942515,0.5484104125924408,-0.778767366672748,-0.7776943903702872,0.6172638572013112,250000.0
-5.818325638114222,-1.7131165298043145,2.4798190856288556,-2.2492550572152283,0.39921248579457913,-0.30553019024413536,-0.6359167210959503,2.1510596449316517,0.4343617285890356,-1.2085380572881055,0.018520394804964018,0.5215186433033795,0.9269164891942464,-0.006443351378141322,0.2853616357856336,1.7566864404726594,-1.905902114323856,-1.0920631033133874,-0.008337771567473172,-2.524119195281882,4.17288079735005,-3.7531578250626465,8.013081049386225,-1.9433945996364679,-0.5407929220533738,-0.2805078601884582,2.0832630778716648,0.153802767279109,1.4416927285515693,0.28083042721434015,143000.0
-5.459885187901735,-3.999529009175958,-1.8265200381532218,-1.9429643239803585,1.009875833853039,1.9113112487197685,0.2528145804982829,-0.6715623384824462,0.561196231944293,-0.62924142856026,-0.9343139272544243,-1.058546734378401,0.5230853658598504,0.40520318944812533,0.26181462051681564,-0.3334194816524819,1.1421802580566536,-0.004475759530218015,-0.5964832863208545,0.012494715278182704,-1.0707260466280368,0.37683057942425485,0.8742312651410491,0.23551208608950663,0.2355905718948465,0.22535218545735303,0.4639569720790419,0.26336442017487016,-1.1111609850382735,-0.43694498629072925,307000.0
-3.5738606699574498,0.6190086389194347,-2.486232821159462,1.1134658662474801,0.26836483649452686,-0.2883880062226344,1.0433204526025075,2.542884078956427,0.30800256595055797,-0.8485382518275152,-0.6715976972246822,-0.24493143827366712,0.9454390165592726,1.3033011391726819,-0.8593782945063864,-0.5628531901902505,0.9708668409032853,0.35481247335814625,1.5098857782411865,-0.8171973767524843,-0.4625141508195323,-1.5131837210547372,-0.09519814741135904,0.7834504439834991,-1.0778571197062972,-0.6044593695608984,0.5649410060651101,0.9545592528834006,-2.2823242636907892,1.669679713639851,200000.0
-2.0463010094603544,2.207305010628242,0.48326672102351936,2.5749538776708145,-0.7610319486456499,0.549510305918278,-0.28168071413319007,-0.6148378362001518,1.962516062118012,-1.4266026481850265,1.1013020474389128,1.603399336254113,-1.5203376246006441,2.4755187548579185,-0.5694164926636184,-1.9805838096470085,1.1165544431946897,2.0865571629708684,-0.31238733590675927,-0.8501999394663559,-0.36134412639805163,-1.6378332158132465,-0.5170745624645124,-0.19454628400765747,0.4953422175161276,0.2092131284949807,-0.3709015609738863,-0.12309433280475128,-0.09341239482100351,0.2461557995840258,129900.0
-1.3000981986126932,0.13066000358970978,2.753249408885631,-1.9455964908136478,-0.8922849612646817,1.2371983118396586,0.899115900952682,1.5499653571527205,2.788158763422688,-1.6101297443836837,-0.5686381398384757,1.2375395335617005,-2.2868491540928266,3.494647392728559,-0.22028583756047476,-0.5747780732210087,-1.3692534563098457,2.460730219855527,0.5967474576306471,-0.6798302319046795,-0.24192810753266517,-0.6665957010222008,-0.22146021235133528,-1.0442018125322343,-0.30188860546126617,0.4918227129637139,-0.7259798802120156,0.9262925455802558,0.1206391269126087,-2.0090647213118604,118000.0
